_id,_orderId,_contractId,_timestamp,_tradeDate,_action,_qty,_price,_active,_accountId,Fill ID,Order ID,Timestamp,Date,Account,B/S,Quantity,Price,_priceFormat,_priceFormatType,_tickSize,Contract,Product,Product Description,commission
544176970024,544176970021,3570926,2026-06-16 13:31:41.336Z,2026-06-16,0,1,7629.75,true,54405114,544176970024,544176970021,06/16/2026 08:31:41,6/16/26,DEMO8052831, Buy,1,7629.75,-2,0,0.25,ESU6,ES,E-Mini S&P 500,1.29
544176970034,544176970031,3570926,2026-06-16 13:33:10.586Z,2026-06-16,1,1,7635.25,true,54405114,544176970034,544176970031,06/16/2026 08:33:10,6/16/26,DEMO8052831, Sell,1,7635.25,-2,0,0.25,ESU6,ES,E-Mini S&P 500,1.29
544176970045,544176970042,3570926,2026-06-16 13:44:34.894Z,2026-06-16,0,1,7630.0,true,54405114,544176970045,544176970042,06/16/2026 08:44:34,6/16/26,DEMO8052831, Buy,1,7630.00,-2,0,0.25,ESU6,ES,E-Mini S&P 500,1.29
544176970054,544176970051,3570926,2026-06-16 13:45:19.363Z,2026-06-16,1,1,7631.0,true,54405114,544176970054,544176970051,06/16/2026 08:45:19,6/16/26,DEMO8052831, Sell,1,7631.00,-2,0,0.25,ESU6,ES,E-Mini S&P 500,1.29
544176970065,544176970062,3570926,2026-06-16 14:26:36.966Z,2026-06-16,0,1,7619.25,true,54405114,544176970065,544176970062,06/16/2026 09:26:36,6/16/26,DEMO8052831, Buy,1,7619.25,-2,0,0.25,ESU6,ES,E-Mini S&P 500,1.29
