Position ID,Timestamp,Trade Date,Net Pos,Net Price,Bought,Avg. Buy,Sold,Avg. Sell,Account,Contract,Product,Product Description,_priceFormat,_priceFormatType,_tickSize,Pair ID,Buy Fill ID,Sell Fill ID,Paired Qty,Buy Price,Sell Price,P/L,Currency,Bought Timestamp,Sold Timestamp
544176970029,06/16/2026 09:26:36,2026-06-16,1,7619.25,3,7626.33,2,7633.13,DEMO8052831,ESU6,ES,E-Mini S&P 500,-2,0,0.25,544176970039,544176970024,544176970034,1,7629.75,7635.25,275.00,USD,06/16/2026 08:31:41,06/16/2026 08:33:10
544176970029,06/16/2026 09:26:36,2026-06-16,1,7619.25,3,7626.33,2,7633.13,DEMO8052831,ESU6,ES,E-Mini S&P 500,-2,0,0.25,544176970059,544176970045,544176970054,1,7630.00,7631.00,50.00,USD,06/16/2026 08:44:34,06/16/2026 08:45:19
